PROVINCIA,Centroid_X,Centroid_Y
ÁVILA,-4.94556715409496,40.5710434181554
BURGOS,-3.60356582436456,42.36156911448
LEÓN,-5.83990531186526,42.6198853643413
PALENCIA,-4.53794406745849,42.3706912893235
SALAMANCA,-6.06545492699878,40.8049775659791
SEGOVIA,-4.05416307106443,41.1709960417909
SORIA,-2.58878734767611,41.6207998443028
VALLADOLID,-4.84365744901308,41.6314781413877
ZAMORA,-5.98055168878803,41.7271920122514
