Comunidad,Provincia,Población,Latitude,Longitude,Altitud,Habitantes,Hombres,Mujeres,geometry,Region,Town,CENSO DE HEMBRAS REPRODUCTORAS MAYORES DE 24 MESES,CENSO DE ANIMALES EN CEBADEROS,TotAnimals
Castilla León,León,Barjas,42.61121,-6.978796000000001,845.5484,230,148,131,POINT (-6.978796000000001 42.61121),BIERZO,BARJAS,78.0,0.0,78.0
Castilla León,León,Barrios de Luna (Los),42.84581,-5.8601839999999985,1062.226,317,170,148,POINT (-5.860183999999999 42.84581),LA MONTAÑA DE LUNA,BARRIOS DE LUNA (LOS),272.0,0.0,272.0
Castilla León,León,Bembibre,42.61572,-6.416451,650.2163,9851,4981,5090,POINT (-6.416451 42.61572),BIERZO,BEMBIBRE,94.0,0.0,94.0
Castilla León,León,Benavides,42.5,-5.9,843.1052,2752,1418,1436,POINT (-5.9 42.5),ASTORGA,BENAVIDES,124.0,1.0,125.0
Castilla León,León,Benuza,42.3985,-6.711346000000002,790.2425,555,344,295,POINT (-6.711346000000001 42.3985),LA CABRERA,BENUZA,282.0,0.0,282.0
Castilla León,León,Bercianos del Páramo,42.38081,-5.70334,820.048,666,371,363,POINT (-5.70334 42.38081),EL PÁRAMO,BERCIANOS DEL PARAMO,30.0,88.0,118.0
Castilla León,León,Bercianos del Real Camino,42.3876,-5.144387999999998,854.1403,195,102,97,POINT (-5.144387999999999 42.3876),SAHAGÚN,BERCIANOS DEL REAL CAMINO,0.0,0.0,0.0
Castilla León,León,Berlanga del Bierzo,42.7312,-6.604203999999998,794.8105,404,183,210,POINT (-6.604203999999999 42.7312),BIERZO,BERLANGA DEL BIERZO,13.0,0.0,13.0
Castilla León,León,Boca de Huérgano,42.97387,-4.927529,1111.524,522,307,233,POINT (-4.927529 42.97387),LA MONTAÑA DE RIAÑO,BOCA DE HUERGANO,528.0,0.0,528.0
Castilla León,León,Boñar,42.86674,-5.322935,976.9141,2058,1030,1055,POINT (-5.322935 42.86674),LA MONTAÑA DE RIAÑO,BONAR,928.0,96.0,1024.0
Castilla León,León,Borrenes,42.49157,-6.726236,557.0456,387,208,204,POINT (-6.726236 42.49157),BIERZO,BORRENES,26.0,0.0,26.0
Castilla León,León,Brazuelo,42.49741,-6.157205,968.3392,327,174,155,POINT (-6.157205 42.49741),ASTORGA,BRAZUELO,114.0,75.0,189.0
Castilla León,León,Burgo Ranero (El),42.42302,-5.221506,879.6293,801,463,391,POINT (-5.221506 42.42302),SAHAGÚN,BURGO RANERO (EL),79.0,24.0,103.0
Castilla León,León,Burón,43.02356,-5.051342,1098.104,355,221,156,POINT (-5.051342 43.02356),LA MONTAÑA DE RIAÑO,BURON,874.0,1.0,875.0
Castilla León,León,Bustillo del Páramo,42.44134,-5.791799,847.2374,1416,755,719,POINT (-5.791799 42.44134),EL PÁRAMO,BUSTILLO DEL PARAMO,368.0,149.0,517.0
Castilla León,León,Cabañas Raras,42.62006,-6.640492999999998,564.6469999999998,1315,685,636,POINT (-6.640492999999999 42.62006),BIERZO,CABANAS RARAS,0.0,2.0,2.0
Castilla León,León,Cabreros del Río,42.40137,-5.54065,764.4465,472,263,221,POINT (-5.54065 42.40137),ESLA-CAMPOS,CABREROS DEL RIO,39.0,0.0,39.0
Castilla León,León,Cabrillanes,42.95281,-6.14876,1248.003,899,503,481,POINT (-6.14876 42.95281),LA MONTAÑA DE LUNA,CABRILLANES,1092.0,228.0,1320.0
Castilla León,León,Cacabelos,42.59987,-6.725619999999998,483.8384,5466,2787,2747,POINT (-6.725619999999999 42.59987),BIERZO,CACABELOS,19.0,0.0,19.0
Castilla León,León,Calzada del Coto,42.38774,-5.0807660000000014,823.7811,255,151,114,POINT (-5.080766000000001 42.38774),SAHAGÚN,CALZADA DEL COTO,143.0,59.0,202.0
Castilla León,León,Campazas,42.14202,-5.491729,767.0551,145,76,79,POINT (-5.491729 42.14202),ESLA-CAMPOS,CAMPAZAS,0.0,1.0,1.0
Castilla León,León,Campo de Villavidel,42.43979,-5.526258,769.7337,215,126,116,POINT (-5.526258 42.43979),ESLA-CAMPOS,CAMPO DE VILLAVIDEL,264.0,0.0,264.0
Castilla León,León,Camponaraya,42.58083,-6.670298,490.8461,4201,2163,2083,POINT (-6.670298 42.58083),BIERZO,CAMPONARAYA,24.0,146.0,170.0
Castilla León,León,Candín,42.81686,-6.728076,890.5613,325,170,155,POINT (-6.728076 42.81686),BIERZO,CANDIN,428.0,0.0,428.0
Castilla León,León,Cármenes,42.95897,-5.574712,1168.941,436,223,180,POINT (-5.574712 42.95897),LA MONTAÑA DE RIAÑO,CARMENES,688.0,0.0,688.0
Castilla León,León,Carracedelo,42.55473,-6.7341630000000015,454.8716,3673,1831,1881,POINT (-6.734163000000001 42.55473),BIERZO,CARRACEDELO,48.0,0.0,48.0
Castilla León,León,Carrizo,42.58697,-5.867041,891.8846,2504,1264,1254,POINT (-5.867041 42.58697),ASTORGA,CARRIZO,661.0,634.0,1295.0
Castilla León,León,Carrocera,42.79588,-5.743282,1050.971,552,283,278,POINT (-5.743282 42.79588),LA MONTAÑA DE LUNA,CARROCERA,701.0,133.0,834.0
Castilla León,León,Carucedo,42.4903,-6.762755,506.0289,659,333,323,POINT (-6.762755 42.4903),BIERZO,CARUCEDO,6.0,1.0,7.0
Castilla León,León,Castilfalé,42.21971,-5.422246,824.5781,80,50,39,POINT (-5.422246 42.21971),ESLA-CAMPOS,CASTILFALE,0.0,0.0,0.0
Castilla León,León,Castrillo de Cabrera,42.34034000000001,-6.544417,1064.227,135,85,80,POINT (-6.544417 42.34034),LA CABRERA,CASTRILLO DE CABRERA,375.0,0.0,375.0
Castilla León,León,Castrillo de la Valduerna,42.32427,-6.134749,909.4456,182,89,103,POINT (-6.134749 42.32427),LA BAÑEZA,CASTRILLO DE LA VALDUERNA,0.0,0.0,0.0
Castilla León,León,Castrocalbón,42.1959,-5.978774,809.9485,1072,574,526,POINT (-5.978774 42.1959),LA BAÑEZA,CASTROCALBON,159.0,74.0,233.0
Castilla León,León,Castrocontrigo,42.183,-6.188392,915.0,889,483,453,POINT (-6.188391999999999 42.183),LA CABRERA,CASTROCONTRIGO,144.0,0.0,144.0
Castilla León,León,Castropodame,42.58004,-6.467308,746.3535,1780,928,888,POINT (-6.467308 42.58004),BIERZO,CASTROPODAME,78.0,0.0,78.0
Castilla León,León,Castrotierra de Valmadrigal,42.34422,-5.252162,849.0,118,69,64,POINT (-5.252162 42.34422),SAHAGÚN,CASTROTIERRA DE VALMADRIGAL,0.0,0.0,0.0
Castilla León,León,Cea,42.46276,-5.012908,840.9099,519,281,272,POINT (-5.012908 42.46276),SAHAGÚN,CEA,78.0,3.0,81.0
Castilla León,León,Cebanico,42.72543,-5.025482,951.4104,188,113,84,POINT (-5.025482 42.72543),TIERRAS DE LEÓN,CEBANICO,303.0,260.0,563.0
Castilla León,León,Cebrones del Río,42.25672,-5.825716000000001,759.5551,547,304,277,POINT (-5.825716000000001 42.25672),LA BAÑEZA,CEBRONES DEL RIO,963.0,93.0,1056.0
Castilla León,León,Chozas de Abajo,42.50726,-5.686552,882.439,2411,1258,1161,POINT (-5.686552 42.50726),EL PÁRAMO,CHOZAS DE ABAJO,246.0,700.0,946.0
Castilla León,León,Cimanes de la Vega,42.11744,-5.599564,722.0102,544,298,282,POINT (-5.599564 42.11744),ESLA-CAMPOS,CIMANES DE LA VEGA,455.0,61.0,516.0
Castilla León,León,Cimanes del Tejar,42.61848,-5.805606,900.9469,807,447,404,POINT (-5.805606 42.61848),TIERRAS DE LEÓN,CIMANES DEL TEJAR,81.0,0.0,81.0
Castilla León,León,Cistierna,42.80286,-5.125302,948.1119,3666,1812,1909,POINT (-5.125302 42.80286),LA MONTAÑA DE RIAÑO,CISTIERNA,728.0,8246.0,8974.0
Castilla León,León,Congosto,42.61791,-6.520012,691.2043,1671,857,891,POINT (-6.520012 42.61790999999999),BIERZO,CONGOSTO,88.0,0.0,88.0
Castilla León,León,Corbillos de los Oteros,42.40788,-5.459176,792.0,229,137,122,POINT (-5.459176 42.40788),ESLA-CAMPOS,CORBILLOS DE LOS OTEROS,153.0,0.0,153.0
Castilla León,León,Corullón,42.58038,-6.812983,484.8051,1064,570,554,POINT (-6.812983 42.58038),BIERZO,CORULLON,139.0,0.0,139.0
Castilla León,León,Crémenes,42.90305,-5.14331,995.2369,639,346,334,POINT (-5.14331 42.90305),LA MONTAÑA DE RIAÑO,CREMENES,497.0,0.0,497.0
Castilla León,León,Cuadros,42.71033,-5.6390720000000005,903.5613,1999,963,963,POINT (-5.639072000000001 42.71033),TIERRAS DE LEÓN,CUADROS,131.0,2.0,133.0
Castilla León,León,Cubillas de los Oteros,42.37294,-5.507703,772.6264,156,93,81,POINT (-5.507703 42.37294),ESLA-CAMPOS,CUBILLAS DE LOS OTEROS,0.0,0.0,0.0
Castilla León,León,Cubillas de Rueda,42.65549,-5.174273,893.3711,500,265,246,POINT (-5.174273 42.65549),TIERRAS DE LEÓN,CUBILLAS DE RUEDA,402.0,2.0,404.0
Castilla León,León,Cubillos del Sil,42.62387,-6.563678,584.8532,1852,901,821,POINT (-6.563677999999999 42.62387),BIERZO,CUBILLOS DEL SIL,105.0,0.0,105.0
Castilla León,León,Destriana,42.32775,-6.096872,893.5352,593,302,328,POINT (-6.096872 42.32775),LA BAÑEZA,DESTRIANA,0.0,0.0,0.0
Castilla León,León,Encinedo,42.27103,-6.594175999999999,983.8217,800,462,432,POINT (-6.594175999999999 42.27103),LA CABRERA,ENCINEDO,255.0,0.0,255.0
Castilla León,León,Ercina (La),42.81225,-5.218091,1098.1,537,297,287,POINT (-5.218091 42.81225),LA MONTAÑA DE RIAÑO,ERCINA (LA),82.0,0.0,82.0
Castilla León,León,Escobar de Campos,42.31361,-4.967,823.3975,53,37,23,POINT (-4.967 42.31361),SAHAGÚN,ESCOBAR DE CAMPOS,0.0,0.0,0.0
Castilla León,León,Fabero,42.76797,-6.6251440000000015,700.0787,5136,2606,2713,POINT (-6.625144000000001 42.76797),BIERZO,FABERO,122.0,4.0,126.0
Castilla León,León,Folgoso de la Ribera,42.64359,-6.319312,777.3079,1231,592,628,POINT (-6.319312 42.64359),BIERZO,FOLGOSO DE LA RIBERA,209.0,2.0,211.0
Castilla León,León,Fresno de la Vega,42.34533,-5.53388,754.0,616,318,304,POINT (-5.53388 42.34533),ESLA-CAMPOS,FRESNO DE LA VEGA,1.0,0.0,1.0
Castilla León,León,Fuentes de Carbajal,42.17744,-5.446469,805.9653,111,64,60,POINT (-5.446469 42.17744),ESLA-CAMPOS,FUENTES DE CARBAJAL,0.0,436.0,436.0
Castilla León,León,Garrafe de Torío,42.73277,-5.523663,918.4145,1354,666,573,POINT (-5.523663 42.73277),TIERRAS DE LEÓN,GARRAFE DE TORIO,312.0,0.0,312.0
Castilla León,León,Gordaliza del Pino,42.34362,-5.157394999999998,822.9027,284,149,158,POINT (-5.157394999999999 42.34362),SAHAGÚN,GORDALIZA DEL PINO,268.0,2.0,270.0
Castilla León,León,Gordoncillo,42.13434,-5.402894,749.6256,491,254,244,POINT (-5.402894 42.13434),ESLA-CAMPOS,GORDONCILLO,0.0,727.0,727.0
Castilla León,León,Gradefes,42.62492,-5.227446,855.98,1071,556,536,POINT (-5.227446 42.62492),TIERRAS DE LEÓN,GRADEFES,880.0,0.0,880.0
Castilla León,León,Grajal de Campos,42.32092,-5.020816,804.4705,243,113,132,POINT (-5.020816 42.32092),SAHAGÚN,GRAJAL DE CAMPOS,0.0,0.0,0.0
Castilla León,León,Gusendos de los Oteros,42.37793,-5.4297559999999985,799.3569,142,83,63,POINT (-5.429755999999999 42.37793),ESLA-CAMPOS,GUSENDOS DE LOS OTEROS,0.0,0.0,0.0
Castilla León,León,Hospital de Órbigo,42.46129000000001,-5.884193,819.4772,996,495,533,POINT (-5.884193 42.46129000000001),ASTORGA,HOSPITAL DE ORBIGO,21.0,0.0,21.0
Castilla León,León,Igüeña,42.72905,-6.27664,917.6442,1364,747,691,POINT (-6.27664 42.72905),BIERZO,IGUENA,450.0,0.0,450.0
Castilla León,León,Izagre,42.22424,-5.257293,783.4506,202,110,100,POINT (-5.257293 42.22424),ESLA-CAMPOS,IZAGRE,0.0,0.0,0.0
Castilla León,León,Joarilla de las Matas,42.28857,-5.177224,791.1022,353,203,175,POINT (-5.177224 42.28857),SAHAGÚN,JOARILLA DE LAS MATAS,234.0,1046.0,1280.0
Castilla León,León,Laguna Dalga,42.33205,-5.7504300000000015,800.6324,727,403,363,POINT (-5.750430000000001 42.33205),EL PÁRAMO,LAGUNA DALGA,244.0,2043.0,2287.0
Castilla León,León,Laguna de Negrillos,42.23968,-5.661668,782.0,1141,613,584,POINT (-5.661668 42.23968),EL PÁRAMO,LAGUNA DE NEGRILLOS,34.0,0.0,34.0
Castilla León,León,León,42.59988,-5.571752,841.3373,131411,61823,72482,POINT (-5.571752 42.59988),TIERRAS DE LEÓN,LEON,46.0,6.0,52.0
Castilla León,León,Llamas de la Ribera,42.63512,-5.825368,897.8275,974,499,493,POINT (-5.825368 42.63512),ASTORGA,LLAMAS DE LA RIBERA,783.0,86.0,869.0
Castilla León,León,Lucillo,42.41059,-6.304451,1221.828,411,228,204,POINT (-6.304451 42.41059),LA CABRERA,LUCILLO,180.0,0.0,180.0
Castilla León,León,Luyego,42.36666,-6.233333,1050.455,753,391,398,POINT (-6.233333 42.36666),LA CABRERA,LUYEGO,36.0,0.0,36.0
Castilla León,León,Magaz de Cepeda,42.53895,-6.073321,895.6011,394,202,218,POINT (-6.073321 42.53895),ASTORGA,MAGAZ DE CEPEDA,55.0,3.0,58.0
Castilla León,León,Mansilla de las Mulas,42.49752,-5.416444,797.9987,1895,987,988,POINT (-5.416444 42.49752),ESLA-CAMPOS,MANSILLA DE LAS MULAS,44.0,0.0,44.0
Castilla León,León,Mansilla Mayor,42.5089,-5.442078,792.6296,326,176,168,POINT (-5.442078 42.5089),ESLA-CAMPOS,MANSILLA MAYOR,903.0,0.0,903.0
Castilla León,León,Maraña,43.04915,-5.177067,1240.478,159,84,64,POINT (-5.177067 43.04915),LA MONTAÑA DE RIAÑO,MARANA,512.0,0.0,512.0
Castilla León,León,Matadeón de los Oteros,42.33859,-5.3712589999999985,862.5037,274,154,137,POINT (-5.371258999999999 42.33859),ESLA-CAMPOS,MATADEON DE LOS OTEROS,37.0,0.0,37.0
Castilla León,León,Matallana de Torío,42.84385,-5.498035,1012.9,1397,724,712,POINT (-5.498035 42.84385),LA MONTAÑA DE RIAÑO,MATALLANA DE TORIO,0.0,0.0,0.0
Castilla León,León,Matanza,42.24055,-5.376201,832.1714,228,129,117,POINT (-5.376201 42.24055),ESLA-CAMPOS,MATANZA,0.0,0.0,0.0
Castilla León,León,Molinaseca,42.53828,-6.519809,581.7184,871,411,383,POINT (-6.519809 42.53828),BIERZO,MOLINASECA,375.0,0.0,375.0
Castilla León,León,Murias de Paredes,42.84893,-6.191136,1247.882,482,246,268,POINT (-6.191136 42.84893),LA MONTAÑA DE LUNA,MURIAS DE PAREDES,1045.0,0.0,1045.0
Castilla León,León,Noceda del Bierzo,42.71043,-6.397839,829.9746,767,389,391,POINT (-6.397839 42.71043),BIERZO,NOCEDA DEL BIERZO,0.0,0.0,0.0
Castilla León,León,Oencia,42.54644,-6.97065,842.3768,354,224,171,POINT (-6.97065 42.54644),BIERZO,OENCIA,154.0,0.0,154.0
Castilla León,León,Omañas (Las),42.68332,-5.8696519999999985,936.036,316,165,153,POINT (-5.869651999999999 42.68332),ASTORGA,OMANAS (LAS),70.0,3.0,73.0
Castilla León,León,Onzonilla,42.52478,-5.583355,806.4099,1749,921,829,POINT (-5.583355 42.52478),ESLA-CAMPOS,ONZONILLA,75.0,0.0,75.0
Castilla León,León,Oseja de Sajambre,43.13821,-5.036725,762.0876,321,149,116,POINT (-5.036725 43.13821),LA MONTAÑA DE RIAÑO,OSEJA DE SAJAMBRE,359.0,0.0,359.0
Castilla León,León,Pajares de los Oteros,42.32981,-5.472584,790.4992,366,221,147,POINT (-5.472583999999999 42.32980999999999),ESLA-CAMPOS,PAJARES DE LOS OTEROS,31.0,0.0,31.0
Castilla León,León,Palacios de la Valduerna,42.32754,-5.938638,795.8839999999999,452,234,232,POINT (-5.938638 42.32754),LA BAÑEZA,PALACIOS DE LA VALDUERNA,0.0,2365.0,2365.0
Castilla León,León,Palacios del Sil,42.87659,-6.433007,876.0037,1173,659,566,POINT (-6.433007 42.87659),LA MONTAÑA DE LUNA,PALACIOS DEL SIL,444.0,0.0,444.0
Castilla León,León,Páramo del Sil,42.82024000000001,-6.4882279999999986,873.4056,1413,771,756,POINT (-6.488227999999999 42.82024000000001),BIERZO,PARAMO DEL SIL,385.0,0.0,385.0
Castilla León,León,Peranzanes,42.87678,-6.634321000000001,944.1578,331,176,129,POINT (-6.634321000000001 42.87678),BIERZO,PERANZANES,228.0,0.0,228.0
Castilla León,León,Pobladura de Pelayo García,42.30616,-5.685827,797.0,418,237,235,POINT (-5.685827 42.30616),EL PÁRAMO,POBLADURA DE PELAYO GARCIA,0.0,0.0,0.0
Castilla León,León,Pola de Gordón (La),42.85498,-5.670204,1012.029,3906,2073,2004,POINT (-5.670204 42.85498),LA MONTAÑA DE LUNA,POLA DE GORDON (LA),959.0,0.0,959.0
Castilla León,León,Ponferrada,42.54633,-6.590833,537.8424,68383,33329,35407,POINT (-6.590833 42.54633),BIERZO,PONFERRADA,272.0,8.0,280.0
Castilla León,León,Posada de Valdeón,43.15176,-4.919606,915.0911,481,294,220,POINT (-4.919606 43.15176),LA MONTAÑA DE RIAÑO,POSADA DE VALDEON,363.0,0.0,363.0
Castilla León,León,Pozuelo del Páramo,42.17054,-5.768637,757.3731,503,253,252,POINT (-5.768637 42.17054),EL PÁRAMO,POZUELO DEL PARAMO,26.0,0.0,26.0
Castilla León,León,Prado de la Guzpeña,42.78388,-5.026482,1052.656,142,71,67,POINT (-5.026482 42.78388),TIERRAS DE LEÓN,PRADO DE LA GUZPENA,67.0,0.0,67.0
Castilla León,León,Priaranza del Bierzo,42.51058,-6.668278,512.7617,823,426,440,POINT (-6.668278 42.51058),BIERZO,PRIARANZA DEL BIERZO,128.0,1.0,129.0
Castilla León,León,Prioro,42.89439,-4.961933,1116.744,407,224,191,POINT (-4.961933 42.89439),LA MONTAÑA DE RIAÑO,PRIORO,597.0,149.0,746.0
Castilla León,León,Puebla de Lillo,43.00661,-5.275887,1142.314,711,385,306,POINT (-5.275887 43.00660999999999),LA MONTAÑA DE RIAÑO,PUEBLA DE LILLO,913.0,0.0,913.0
Castilla León,León,Puente de Domingo Flórez,42.41438,-6.82406,376.8705,1645,913,832,POINT (-6.82406 42.41438),BIERZO,PUENTE DE DOMINGO FLOREZ,61.0,6.0,67.0
Castilla León,León,Quintana del Castillo,42.66161,-6.04526,1015.925,875,492,433,POINT (-6.04526 42.66161),ASTORGA,QUINTANA DEL CASTILLO,144.0,0.0,144.0
Castilla León,León,Quintana del Marco,42.20629,-5.851365,747.4242,442,235,215,POINT (-5.851365 42.20629),LA BAÑEZA,QUINTANA DEL MARCO,21.0,439.0,460.0
Castilla León,León,Quintana y Congosto,42.25592,-6.037303,815.3561,499,283,284,POINT (-6.037303 42.25592),LA BAÑEZA,QUINTANA Y CONGOSTO,135.0,2.0,137.0
Castilla León,León,Regueras de Arriba,42.29295,-5.86039,768.0805,336,183,162,POINT (-5.86039 42.29295),LA BAÑEZA,REGUERAS DE ARRIBA,0.0,0.0,0.0
Castilla León,León,Reyero,42.94928,-5.199557,1147.963,130,64,64,POINT (-5.199557 42.94928),LA MONTAÑA DE RIAÑO,REYERO,635.0,0.0,635.0
Castilla León,León,Riaño,42.9748,-5.012101,1110.109,521,305,220,POINT (-5.012101 42.9748),LA MONTAÑA DE RIAÑO,RIANO,767.0,0.0,767.0
Castilla León,León,Riego de la Vega,42.38933,-5.982224,809.6022,890,473,481,POINT (-5.982224 42.38933),LA BAÑEZA,RIEGO DE LA VEGA,37.0,24.0,61.0
Castilla León,León,Riello,42.77377,-5.944554,1050.043,706,399,334,POINT (-5.944554 42.77377),LA MONTAÑA DE LUNA,RIELLO,908.0,0.0,908.0
Castilla León,León,Rioseco de Tapia,42.72955,-5.79007,954.6298,408,232,201,POINT (-5.79007 42.72955),TIERRAS DE LEÓN,RIOSECO DE TAPIA,397.0,138.0,535.0
Castilla León,León,Robla (La),42.80159,-5.628979,958.3334,4580,2347,2278,POINT (-5.628979 42.80159),LA MONTAÑA DE LUNA,ROBLA (LA),212.0,0.0,212.0
Castilla León,León,Roperuelos del Páramo,42.23702,-5.78285,772.0,634,353,322,POINT (-5.78285 42.23702),EL PÁRAMO,ROPERUELOS DEL PARAMO,404.0,192.0,596.0
Castilla León,León,Sabero,42.83629000000001,-5.150429,984.9694,1366,708,743,POINT (-5.150429 42.83629000000001),LA MONTAÑA DE RIAÑO,SABERO,58.0,54.0,112.0
Castilla León,León,Sahagún,42.37203,-5.0304400000000005,823.8625,2830,1404,1433,POINT (-5.03044 42.37203),SAHAGÚN,SAHAGUN,1.0,475.0,476.0
Castilla León,León,San Adrián del Valle,42.13128,-5.730267,731.8175,119,67,68,POINT (-5.730267 42.13128),EL PÁRAMO,SAN ADRIAN DEL VALLE,0.0,60.0,60.0
Castilla León,León,San Andrés del Rabanedo,42.61139,-5.619493,855.3212,31675,15042,15864,POINT (-5.619493 42.61139),TIERRAS DE LEÓN,SAN ANDRES DEL RABANEDO,58.0,112.0,170.0
Castilla León,León,San Cristóbal de la Polantera,42.39127,-5.908829,799.5095,829,447,444,POINT (-5.908829 42.39127),LA BAÑEZA,SAN CRISTOBAL DE LA POLANTERA,263.0,0.0,263.0
Castilla León,León,San Emiliano,42.97181,-6.000573,1182.807,708,357,325,POINT (-6.000573 42.97181),LA MONTAÑA DE LUNA,SAN EMILIANO,1845.0,0.0,1845.0
Castilla León,León,San Esteban de Nogales,42.16224,-5.930695,785.158,288,152,153,POINT (-5.930695 42.16224),LA BAÑEZA,SAN ESTEBAN DE NOGALES,12.0,0.0,12.0
Castilla León,León,San Justo de la Vega,42.4542,-6.014812999999998,851.7037,2019,1058,1021,POINT (-6.014812999999999 42.4542),ASTORGA,SAN JUSTO DE LA VEGA,467.0,346.0,813.0
Castilla León,León,San Millán de los Caballeros,42.28611,-5.562459,750.4792,187,95,93,POINT (-5.562459 42.28611),ESLA-CAMPOS,SAN MILLAN DE LOS CABALLEROS,1401.0,508.0,1909.0
Castilla León,León,San Pedro Bercianos,42.39166,-5.709544,823.5859,273,160,143,POINT (-5.709544 42.39165999999999),EL PÁRAMO,SAN PEDRO BERCIANOS,34.0,164.0,198.0
Castilla León,León,Sancedo,42.668,-6.632886999999998,685.0873,576,294,297,POINT (-6.632886999999999 42.668),BIERZO,SANCEDO,52.0,2.0,54.0
Castilla León,León,Santa Colomba de Curueño,42.75084,-5.411633,926.4728,555,288,282,POINT (-5.411633 42.75084),TIERRAS DE LEÓN,SANTA COLOMBA DE CURUENO,328.0,2.0,330.0
Castilla León,León,Santa Colomba de Somoza,42.44449,-6.244172,998.198,509,248,216,POINT (-6.244172 42.44449),ASTORGA,SANTA COLOMBA DE SOMOZA,537.0,1.0,538.0
Castilla León,León,Santa Cristina de Valmadrigal,42.35649,-5.310498,806.7304,299,173,152,POINT (-5.310498 42.35649),ESLA-CAMPOS,SANTA CRISTINA DE VALMADRIGAL,72.0,42.0,114.0
Castilla León,León,Santa Elena de Jamuz,42.26,-5.886668,767.0479,1218,634,601,POINT (-5.886668 42.26),LA BAÑEZA,SANTA ELENA DE JAMUZ,427.0,341.0,768.0
Castilla León,León,Santa María de la Isla,42.35504,-5.929276,788.8663,565,308,279,POINT (-5.929276 42.35504),LA BAÑEZA,SANTA MARIA DE LA ISLA,177.0,0.0,177.0
Castilla León,León,Santa María de Ordás,42.72724,-5.822508,949.3904,354,167,161,POINT (-5.822508 42.72724),TIERRAS DE LEÓN,SANTA MARIA DE ORDAS,387.0,1.0,388.0
Castilla León,León,Santa María del Monte de Cea,42.49178,-5.117516,889.7578,270,145,139,POINT (-5.117516 42.49178),SAHAGÚN,SANTA MARIA DEL MONTE DE CEA,279.0,77.0,356.0
Castilla León,León,Santa María del Páramo,42.35568,-5.747854,812.0701,3173,1580,1599,POINT (-5.747854 42.35568),EL PÁRAMO,SANTA MARIA DEL PARAMO,132.0,445.0,577.0
Castilla León,León,Santa Marina del Rey,42.51359,-5.858411,845.9294,2092,1096,1085,POINT (-5.858411 42.51359),EL PÁRAMO,SANTA MARINA DEL REY,573.0,284.0,857.0
Castilla León,León,Santas Martas,42.4327,-5.372084,834.6781,852,464,432,POINT (-5.372084 42.4327),ESLA-CAMPOS,SANTAS MARTAS,288.0,0.0,288.0
Castilla León,León,Santiago Millas,42.38248,-6.105768,933.2487,344,179,168,POINT (-6.105768 42.38248),ASTORGA,SANTIAGO MILLAS,0.0,1.0,1.0
Castilla León,León,Santovenia de la Valdoncina,42.54325,-5.621881,839.5405,1975,1008,964,POINT (-5.621881 42.54325),TIERRAS DE LEÓN,SANTOVENIA DE LA VALDONCINA,131.0,0.0,131.0
Castilla León,León,Sariegos,42.65,-5.633333,870.648,4658,2166,2064,POINT (-5.633333 42.65),TIERRAS DE LEÓN,SARIEGOS,269.0,9.0,278.0
Castilla León,León,Sena de Luna,42.92972,-5.952073,1146.444,410,188,212,POINT (-5.952073 42.92972),LA MONTAÑA DE LUNA,SENA DE LUNA,450.0,0.0,450.0
Castilla León,León,Sobrado,42.51915,-6.853733999999998,441.7868,369,215,205,POINT (-6.853733999999999 42.51915),BIERZO,SOBRADO,20.0,0.0,20.0
Castilla León,León,Soto de la Vega,42.33125,-5.882584,779.9060000000002,1738,929,881,POINT (-5.882584 42.33125),LA BAÑEZA,SOTO DE LA VEGA,0.0,140.0,140.0
Castilla León,León,Soto y Amío,42.77994,-5.886462,1063.305,901,456,502,POINT (-5.886462 42.77994),LA MONTAÑA DE LUNA,SOTO Y AMIO,267.0,181.0,448.0
Castilla León,León,Toral de los Guzmanes,42.24286,-5.5682839999999985,744.2477,565,323,290,POINT (-5.568283999999999 42.24286),ESLA-CAMPOS,TORAL DE LOS GUZMANES,1037.0,1294.0,2331.0
Castilla León,León,Toreno,42.70055,-6.509904,653.8434,2112,1828,1915,POINT (-6.509904 42.70055),BIERZO,TORENO,211.0,154.0,365.0
Castilla León,León,Torre del Bierzo,42.5947,-6.324807,738.916,3597,1300,1283,POINT (-6.324807 42.5947),BIERZO,TORRE DEL BIERZO,168.0,0.0,168.0
Castilla León,León,Trabadelo,42.64945,-6.8821309999999984,573.4517,2455,246,208,POINT (-6.882130999999999 42.64945),BIERZO,TRABADELO,137.0,0.0,137.0
Castilla León,León,Truchas,42.26122,-6.43549,1119.999,427,264,275,POINT (-6.43549 42.26122),LA CABRERA,TRUCHAS,1226.0,0.0,1226.0
Castilla León,León,Turcia,42.53492,-5.876189,850.9941,507,578,589,POINT (-5.876189 42.53492),ASTORGA,TURCIA,347.0,52.0,399.0
Castilla León,León,Urdiales del Páramo,42.37043,-5.773118,810.6698,1113,294,271,POINT (-5.773118 42.37043),EL PÁRAMO,URDIALES DEL PARAMO,503.0,2.0,505.0
Castilla León,León,Val de San Lorenzo,42.41695,-6.1203970000000005,886.8989999999999,546,297,299,POINT (-6.120397000000001 42.41695),ASTORGA,VAL DE SAN LORENZO,62.0,4.0,66.0
Castilla León,León,Valdefresno,42.59381,-5.492152,871.7318,579,1082,1009,POINT (-5.492152 42.59381),TIERRAS DE LEÓN,VALDEFRESNO,1524.0,104.0,1628.0
Castilla León,León,Valdefuentes del Páramo,42.32334,-5.830119,786.8314,2037,182,149,POINT (-5.830119 42.32334),EL PÁRAMO,VALDEFUENTES DEL PARAMO,152.0,1002.0,1154.0
