Comunidad,Provincia,Población,Latitude,Longitude,Altitud,Habitantes,Hombres,Mujeres,geometry,Region,Town,CENSO DE HEMBRAS REPRODUCTORAS MAYORES DE 24 MESES,CENSO DE ANIMALES EN CEBADEROS,TotAnimals
Castilla León,Ávila,Adanero,40.94591,-4.606659,905.2096,264,152,143,POINT (-4.606659 40.94591),ARÉVALO-MADRIGAL,ADANERO,0.0,747.0,747.0
Castilla León,Ávila,Adrada (La),40.29935,-4.634857,622.7286,2685,1432,1302,POINT (-4.634857 40.29935),VALLE DEL TIÉTAR,ADRADA (LA),512.0,181.0,693.0
Castilla León,Ávila,Albornos,40.83842,-4.881355,909.7402,218,130,113,POINT (-4.881355 40.83842),ARÉVALO-MADRIGAL,ALBORNOS,550.0,93.0,643.0
Castilla León,Ávila,Aldeanueva de Santa Cruz,40.38176,-5.419435,1166.277,135,85,66,POINT (-5.419435 40.38176),BARCO DE ÁVILA - PIEDRAHITA,ALDEANUEVA DE SANTA CRUZ,180.0,0.0,180.0
Castilla León,Ávila,Aldeaseca,41.04952,-4.817433,861.7283,277,127,136,POINT (-4.817433 41.04952),ARÉVALO-MADRIGAL,ALDEASECA,86.0,102.0,188.0
Castilla León,Ávila,Aldehuela (La),40.79458,-4.763939,959.1974,203,101,109,POINT (-4.763939 40.79458),ARÉVALO-MADRIGAL,ALDEHUELA (LA),837.0,45.0,882.0
Castilla León,Ávila,Amavida,40.57338,-5.0668419999999985,1175.522,174,90,93,POINT (-5.066841999999999 40.57338),ÁVILA,AMAVIDA,244.0,0.0,244.0
Castilla León,Ávila,Arenal (El),40.26487,-5.087197,890.2292,1027,526,520,POINT (-5.087197 40.26487),VALLE DEL TIÉTAR,ARENAL (EL),0.0,0.0,0.0
Castilla León,Ávila,Arenas de San Pedro,40.20872,-5.091141,514.0571,6870,3362,3468,POINT (-5.091141 40.20872),VALLE DEL TIÉTAR,ARENAS DE SAN PEDRO,1004.0,80.0,1084.0
Castilla León,Ávila,Arevalillo,40.58731,-5.370576,1137.772,104,58,60,POINT (-5.370576 40.58731),ÁVILA,AREVALILLO,241.0,0.0,241.0
Castilla León,Ávila,Arévalo,41.06443,-4.7216809999999985,826.179,8098,3922,4152,POINT (-4.721680999999999 41.06443),ARÉVALO-MADRIGAL,AREVALO,153.0,42.0,195.0
Castilla León,Ávila,Aveinte,40.78237,-4.837343,1000.345,92,59,47,POINT (-4.837343 40.78237),ARÉVALO-MADRIGAL,AVEINTE,88.0,0.0,88.0
Castilla León,Ávila,Avellaneda,40.38853,-5.388019,1351.8829999999996,32,16,15,POINT (-5.388019 40.38853),BARCO DE ÁVILA - PIEDRAHITA,AVELLANEDA,61.0,0.0,61.0
Castilla León,Ávila,Ávila,40.65642,-4.700323,1129.841,59482,27485,29370,POINT (-4.700323 40.65642),ÁVILA,AVILA,4093.0,3326.0,7419.0
Castilla León,Ávila,Barco de Ávila (El),40.35711,-5.523521,1018.091,2688,1328,1393,POINT (-5.523521 40.35711),BARCO DE ÁVILA - PIEDRAHITA,BARCO DE AVILA (EL),469.0,66.0,535.0
Castilla León,Ávila,Barraco (El),40.47881,-4.638284,1007.118,2073,1096,1056,POINT (-4.638284 40.47881),BAJO ALBERCHE,BARRACO (EL),1664.0,2411.0,4075.0
Castilla León,Ávila,Barromán,41.06509000000001,-4.931392,795.3719,203,118,105,POINT (-4.931392 41.06509),ARÉVALO-MADRIGAL,BARROMAN,0.0,32.0,32.0
Castilla León,Ávila,Becedas,40.40503,-5.634871,1100.157,266,155,145,POINT (-5.634871 40.40503),BARCO DE ÁVILA - PIEDRAHITA,BECEDAS,1165.0,584.0,1749.0
Castilla León,Ávila,Becedillas,40.53734,-5.324924,1055.372,117,72,61,POINT (-5.324924 40.53734),BARCO DE ÁVILA - PIEDRAHITA,BECEDILLAS,663.0,19.0,682.0
Castilla León,Ávila,Bercial de Zapardiel,41.04642,-4.9693010000000015,806.9874,246,120,125,POINT (-4.969301000000001 41.04642),ARÉVALO-MADRIGAL,BERCIAL DE ZAPARDIEL,135.0,23.0,158.0
Castilla León,Ávila,Berlanas (Las),40.80299,-4.760686,947.4949,365,184,172,POINT (-4.760686 40.80299),ARÉVALO-MADRIGAL,BERLANAS (LAS),221.0,0.0,221.0
Castilla León,Ávila,Bernuy-Zapardiel,40.97598,-4.9439449999999985,865.666,138,85,67,POINT (-4.943944999999999 40.97598),ARÉVALO-MADRIGAL,BERNUY-ZAPARDIEL,305.0,0.0,305.0
Castilla León,Ávila,Berrocalejo de Aragona,40.69409,-4.594394,1093.8339999999996,49,27,23,POINT (-4.594394 40.69409),ÁVILA,BERROCALEJO DE ARAGONA,0.0,0.0,0.0
Castilla León,Ávila,Blascomillán,40.80138,-5.088691000000002,949.7968,210,109,115,POINT (-5.088691000000001 40.80138),ÁVILA,BLASCOMILLAN,1091.0,10.0,1101.0
Castilla León,Ávila,Blasconuño de Matacabras,41.1234,-4.990178,786.0962,18,8,9,POINT (-4.990178 41.1234),ARÉVALO-MADRIGAL,BLASCONUNO DE MATACABRAS,0.0,0.0,0.0
Castilla León,Ávila,Blascosancho,40.87781,-4.635879,904.3203,105,66,67,POINT (-4.635879 40.87781),ARÉVALO-MADRIGAL,BLASCOSANCHO,0.0,0.0,0.0
Castilla León,Ávila,Bohodón (El),40.91633,-4.730068,884.0,142,79,77,POINT (-4.730068 40.91633),ARÉVALO-MADRIGAL,BOHODON (EL),114.0,0.0,114.0
Castilla León,Ávila,Bohoyo,40.31496,-5.441185,1152.302,324,188,165,POINT (-5.441185 40.31496),BARCO DE ÁVILA - PIEDRAHITA,BOHOYO,776.0,14.0,790.0
Castilla León,Ávila,Bonilla de la Sierra,40.53089,-5.264956,1078.679,136,73,63,POINT (-5.264956 40.53089),BARCO DE ÁVILA - PIEDRAHITA,BONILLA DE LA SIERRA,838.0,29.0,867.0
Castilla León,Ávila,Brabos,40.77847,-4.937897,981.4635,55,33,27,POINT (-4.937897 40.77847),ÁVILA,BRABOS,472.0,742.0,1214.0
Castilla León,Ávila,Bularros,40.72449,-4.865047,1169.908,80,50,35,POINT (-4.865047 40.72449),ÁVILA,BULARROS,415.0,449.0,864.0
Castilla León,Ávila,Burgohondo,40.41368,-4.786215,841.5716,1302,670,608,POINT (-4.786215 40.41368),BAJO ALBERCHE,BURGOHONDO,708.0,60.0,768.0
Castilla León,Ávila,Cabezas de Alambre,40.9404,-4.842389,889.5198,177,92,89,POINT (-4.842389 40.9404),ARÉVALO-MADRIGAL,CABEZAS DE ALAMBRE,0.0,0.0,0.0
Castilla León,Ávila,Cabezas del Pozo,41.00153,-4.955734,844.806,87,56,50,POINT (-4.955734 41.00153),ARÉVALO-MADRIGAL,CABEZAS DEL POZO,40.0,0.0,40.0
Castilla León,Ávila,Cabezas del Villar,40.71527,-5.209755,1047.323,316,199,160,POINT (-5.209755 40.71527),ÁVILA,CABEZAS DEL VILLAR,3064.0,504.0,3568.0
Castilla León,Ávila,Cabizuela,40.90104,-4.800335,880.9836,113,59,62,POINT (-4.800335 40.90104),ARÉVALO-MADRIGAL,CABIZUELA,559.0,169.0,728.0
Castilla León,Ávila,Canales,41.00328,-4.9003489999999985,856.6454,49,29,23,POINT (-4.900348999999999 41.00328),ARÉVALO-MADRIGAL,CANALES,0.0,0.0,0.0
Castilla León,Ávila,Candeleda,40.15509,-5.239783999999998,432.1873,5223,2663,2503,POINT (-5.239783999999999 40.15509),VALLE DEL TIÉTAR,CANDELEDA,1585.0,210.0,1795.0
Castilla León,Ávila,Cantiveros,40.9527,-4.954445,878.133,143,78,73,POINT (-4.954445 40.9527),ARÉVALO-MADRIGAL,CANTIVEROS,32.0,0.0,32.0
Castilla León,Ávila,Cardeñosa,40.74177,-4.745263,1106.686,495,277,255,POINT (-4.745263 40.74177),ÁVILA,CARDENOSA,437.0,0.0,437.0
Castilla León,Ávila,Carrera (La),40.34768,-5.554624,1055.56,212,115,99,POINT (-5.554624 40.34768),BARCO DE ÁVILA - PIEDRAHITA,CARRERA (LA),363.0,0.0,363.0
Castilla León,Ávila,Casas del Puerto,40.52906,-5.198162,1181.79,106,61,57,POINT (-5.198162 40.52906),BARCO DE ÁVILA - PIEDRAHITA,CASAS DEL PUERTO,0.0,0.0,0.0
Castilla León,Ávila,Casasola,40.66874,-4.826726,1316.7820000000004,89,57,53,POINT (-4.826726 40.66874),ÁVILA,CASASOLA,381.0,335.0,716.0
Castilla León,Ávila,Casavieja,40.28105,-4.766778,560.0256,1578,826,773,POINT (-4.766778 40.28105),VALLE DEL TIÉTAR,CASAVIEJA,1129.0,318.0,1447.0
Castilla León,Ávila,Casillas,40.32428,-4.5723699999999985,1033.86,808,453,400,POINT (-4.572369999999999 40.32428),VALLE DEL TIÉTAR,CASILLAS,42.0,0.0,42.0
Castilla León,Ávila,Castellanos de Zapardiel,41.08524,-4.909803,784.2825,101,58,51,POINT (-4.909803 41.08524),ARÉVALO-MADRIGAL,CASTELLANOS DE ZAPARDIEL,0.0,25.0,25.0
Castilla León,Ávila,Cebreros,40.45507,-4.464714,762.6259,3505,1795,1706,POINT (-4.464714 40.45507),BAJO ALBERCHE,CEBREROS,674.0,42.0,716.0
Castilla León,Ávila,Cepeda la Mora,40.45761,-5.048178,1496.214,90,53,51,POINT (-5.048178 40.45761),GREDOS,CEPEDA LA MORA,664.0,44.0,708.0
Castilla León,Ávila,Chamartín,40.70156,-4.958119,1200.419,91,56,37,POINT (-4.958119 40.70156),ÁVILA,CHAMARTIN,712.0,34.0,746.0
Castilla León,Ávila,Cillán,40.70498,-4.978228,1213.872,116,73,51,POINT (-4.978228 40.70498),ÁVILA,CILLAN,140.0,0.0,140.0
Castilla León,Ávila,Cisla,40.96485,-5.012189,849.4051,138,74,80,POINT (-5.012189 40.96485),ARÉVALO-MADRIGAL,CISLA,0.0,0.0,0.0
Castilla León,Ávila,Colilla (La),40.6473,-4.766521,1137.412,342,163,162,POINT (-4.766521 40.6473),ÁVILA,COLILLA (LA),90.0,12.0,102.0
Castilla León,Ávila,Collado de Contreras,40.88665,-4.9278629999999986,916.2794,237,117,103,POINT (-4.927862999999999 40.88665),ARÉVALO-MADRIGAL,COLLADO DE CONTRERAS,94.0,0.0,94.0
Castilla León,Ávila,Collado del Mirón,40.5528,-5.353886,1166.182,45,24,20,POINT (-5.353886 40.5528),BARCO DE ÁVILA - PIEDRAHITA,COLLADO DEL MIRON,50.0,0.0,50.0
Castilla León,Ávila,Constanzana,40.93854,-4.874399,890.7895,123,82,56,POINT (-4.874398999999999 40.93854),ARÉVALO-MADRIGAL,CONSTANZANA,74.0,0.0,74.0
Castilla León,Ávila,Crespos,40.87341,-4.969728,924.7823,536,314,277,POINT (-4.969728 40.87341),ARÉVALO-MADRIGAL,CRESPOS,624.0,217.0,841.0
Castilla León,Ávila,Cuevas del Valle,40.29244,-5.010546,850.9416,541,290,245,POINT (-5.010546 40.29244),VALLE DEL TIÉTAR,CUEVAS DEL VALLE,0.0,0.0,0.0
Castilla León,Ávila,Diego del Carpio,40.6625,-5.340833,1018.423,174,106,86,POINT (-5.340833 40.6625),ÁVILA,DIEGO DEL CARPIO,469.0,14.0,483.0
Castilla León,Ávila,Donjimeno,40.95966,-4.845067,885.1403,95,58,46,POINT (-4.845067 40.95966),ARÉVALO-MADRIGAL,DONJIMENO,0.0,0.0,0.0
Castilla León,Ávila,Donvidas,41.08922000000001,-4.8079410000000005,863.8016,44,26,20,POINT (-4.807941 41.08922),ARÉVALO-MADRIGAL,DONVIDAS,0.0,45.0,45.0
Castilla León,Ávila,Espinosa de los Caballeros,41.00935,-4.650817,859.3159,108,65,46,POINT (-4.650817 41.00935),ARÉVALO-MADRIGAL,ESPINOSA DE LOS CABALLEROS,12.0,0.0,12.0
Castilla León,Ávila,Flores de Ávila,40.93462,-5.0781519999999984,894.5298,343,194,170,POINT (-5.078151999999999 40.93462),ARÉVALO-MADRIGAL,FLORES DE AVILA,344.0,315.0,659.0
Castilla León,Ávila,Fontiveros,40.9306,-4.967885,883.9694,836,463,419,POINT (-4.967885 40.9306),ARÉVALO-MADRIGAL,FONTIVEROS,21.0,1125.0,1146.0
Castilla León,Ávila,Fresnedilla,40.23157,-4.6216870000000005,622.42,111,47,57,POINT (-4.621687000000001 40.23157),VALLE DEL TIÉTAR,FRESNEDILLA,316.0,0.0,316.0
Castilla León,Ávila,Fresno (El),40.61371,-4.7574260000000015,1077.998,572,288,262,POINT (-4.757426000000001 40.61371),ÁVILA,FRESNO (EL),797.0,1305.0,2102.0
Castilla León,Ávila,Fuente el Saúz,40.97907,-4.910458,872.8679,196,126,104,POINT (-4.910458 40.97907),ARÉVALO-MADRIGAL,FUENTE EL SAUZ,25.0,0.0,25.0
Castilla León,Ávila,Fuentes de Año,41.01748,-4.897614,825.9651,135,83,71,POINT (-4.897614 41.01748),ARÉVALO-MADRIGAL,FUENTES DE ANO,7.0,0.0,7.0
Castilla León,Ávila,Gallegos de Altamiros,40.70929,-4.8991440000000015,1243.297,63,41,26,POINT (-4.899144000000001 40.70929),ÁVILA,GALLEGOS DE ALTAMIROS,737.0,0.0,737.0
Castilla León,Ávila,Gallegos de Sobrinos,40.71639,-5.111902,1165.116,74,38,43,POINT (-5.111902 40.71639),ÁVILA,GALLEGOS DE SOBRINOS,1325.0,69.0,1394.0
Castilla León,Ávila,Garganta del Villar,40.45007,-5.105528,1468.859,47,32,20,POINT (-5.105528 40.45007),GREDOS,GARGANTA DEL VILLAR,462.0,0.0,462.0
Castilla León,Ávila,Gavilanes,40.27752,-4.851113,666.3435,657,331,300,POINT (-4.851113 40.27752),VALLE DEL TIÉTAR,GAVILANES,558.0,1.0,559.0
Castilla León,Ávila,Gemuño,40.59291,-4.782099,1103.707,161,80,89,POINT (-4.782099 40.59291),ÁVILA,GEMUNO,204.0,41.0,245.0
Castilla León,Ávila,Gil García,40.29817,-5.593304,1149.134,40,20,20,POINT (-5.593304 40.29817),BARCO DE ÁVILA - PIEDRAHITA,GIL GARCIA,0.0,0.0,0.0
Castilla León,Ávila,Gilbuena,40.41522,-5.605305,1046.664,88,55,38,POINT (-5.605305 40.41522),BARCO DE ÁVILA - PIEDRAHITA,GILBUENA,408.0,127.0,535.0
Castilla León,Ávila,Gimialcón,40.87731,-5.1223540000000005,949.9352,96,54,40,POINT (-5.122354000000001 40.87730999999999),ARÉVALO-MADRIGAL,GIMIALCON,0.0,0.0,0.0
Castilla León,Ávila,Gotarrendura,40.82674,-4.739214,931.7262,164,72,124,POINT (-4.739214 40.82674),ARÉVALO-MADRIGAL,GOTARRENDURA,0.0,0.0,0.0
Castilla León,Ávila,Grandes y San Martín,40.75497,-4.957851,1004.375,31,22,19,POINT (-4.957851 40.75497),ÁVILA,GRANDES Y SAN MARTIN,271.0,165.0,436.0
Castilla León,Ávila,Guisando,40.22166,-5.139702,760.2384,565,301,297,POINT (-5.139702 40.22166),VALLE DEL TIÉTAR,GUISANDO,63.0,0.0,63.0
Castilla León,Ávila,Gutierre-Muñoz,40.98325,-4.638578,885.0555,76,51,49,POINT (-4.638578 40.98325),ARÉVALO-MADRIGAL,GUTIERRE-MUNOZ,0.0,0.0,0.0
Castilla León,Ávila,Hernansancho,40.85752,-4.729424,907.3092,190,113,97,POINT (-4.729424 40.85752),ARÉVALO-MADRIGAL,HERNANSANCHO,56.0,0.0,56.0
Castilla León,Ávila,Herradón de Pinares,40.57639,-4.531389,1339.181,575,312,248,POINT (-4.531389 40.57639),BAJO ALBERCHE,HERRADON DE PINARES,0.0,0.0,0.0
Castilla León,Ávila,Herreros de Suso,40.80199,-5.038302,1014.149,169,90,81,POINT (-5.038302 40.80199),ÁVILA,HERREROS DE SUSO,512.0,20.0,532.0
Castilla León,Ávila,Higuera de las Dueñas,40.23775,-4.601235,636.0223,341,187,141,POINT (-4.601235 40.23775),VALLE DEL TIÉTAR,HIGUERA DE LAS DUENAS,601.0,153.0,754.0
Castilla León,Ávila,Hija de Dios (La),40.53144,-4.965749,1190.105,86,47,34,POINT (-4.965749 40.53144),ÁVILA,HIJA DE DIOS (LA),220.0,0.0,220.0
Castilla León,Ávila,Horcajada (La),40.43745,-5.466582,1013.886,571,305,300,POINT (-5.466582 40.43745),BARCO DE ÁVILA - PIEDRAHITA,HORCAJADA (LA),806.0,258.0,1064.0
Castilla León,Ávila,Horcajo de las Torres,41.0651,-5.0908050000000005,817.9778,610,343,276,POINT (-5.090805 41.0651),ARÉVALO-MADRIGAL,HORCAJO DE LAS TORRES,434.0,0.0,434.0
Castilla León,Ávila,Hornillo (El),40.24966,-5.104175,750.8702,345,190,169,POINT (-5.104175 40.24966),VALLE DEL TIÉTAR,HORNILLO (EL),35.0,0.0,35.0
Castilla León,Ávila,Hoyo de Pinares (El),40.50175,-4.422358999999998,850.6945,2398,1265,1136,POINT (-4.422358999999999 40.50175),BAJO ALBERCHE,HOYO DE PINARES (EL),632.0,0.0,632.0
Castilla León,Ávila,Hoyocasero,40.39886,-4.975904,1340.283,316,192,168,POINT (-4.975904 40.39886),GREDOS,HOYOCASERO,593.0,0.0,593.0
Castilla León,Ávila,Hoyorredondo,40.46219,-5.409976,1041.056,87,52,39,POINT (-5.409976 40.46219),BARCO DE ÁVILA - PIEDRAHITA,HOYORREDONDO,371.0,0.0,371.0
Castilla León,Ávila,Hoyos de Miguel Muñoz,40.39286,-5.06712,1537.814,42,23,22,POINT (-5.06712 40.39286),GREDOS,HOYOS DE MIGUEL MUNOZ,409.0,0.0,409.0
Castilla León,Ávila,Hoyos del Collado,40.35938,-5.201206,1496.277,35,22,16,POINT (-5.201206 40.35938),GREDOS,HOYOS DEL COLLADO,280.0,0.0,280.0
Castilla León,Ávila,Hoyos del Espino,40.35726,-5.173525,1476.058,454,258,211,POINT (-5.173525 40.35726),GREDOS,HOYOS DEL ESPINO,1775.0,24.0,1799.0
Castilla León,Ávila,Hurtumpascual,40.69209,-5.112507,1170.533,75,50,31,POINT (-5.112507 40.69209),ÁVILA,HURTUMPASCUAL,720.0,0.0,720.0
Castilla León,Ávila,Junciana,40.41014000000001,-5.557674,996.5219,68,48,36,POINT (-5.557674 40.41014000000001),BARCO DE ÁVILA - PIEDRAHITA,JUNCIANA,192.0,0.0,192.0
Castilla León,Ávila,Langa,41.00771,-4.8595190000000015,867.0062,518,268,268,POINT (-4.859519000000001 41.00771),ARÉVALO-MADRIGAL,LANGA,320.0,1071.0,1391.0
Castilla León,Ávila,Lanzahíta,40.20398,-4.937142,452.3451,914,519,450,POINT (-4.937142 40.20398),VALLE DEL TIÉTAR,LANZAHITA,1165.0,138.0,1303.0
Castilla León,Ávila,Llanos de Tormes (Los),40.32849,-5.500204,1051.062,90,49,44,POINT (-5.500204 40.32849),BARCO DE ÁVILA - PIEDRAHITA,LLANOS DE TORMES (LOS),94.0,5.0,99.0
Castilla León,Ávila,Losar del Barco (El),40.39238,-5.539316,1011.311,138,68,59,POINT (-5.539316 40.39238),BARCO DE ÁVILA - PIEDRAHITA,LOSAR DEL BARCO (EL),0.0,0.0,0.0
Castilla León,Ávila,Madrigal de las Altas Torres,41.08944,-4.998767,811.4847,1628,854,823,POINT (-4.998767 41.08944),ARÉVALO-MADRIGAL,MADRIGAL DE LAS ALTAS TORRES,0.0,32.0,32.0
Castilla León,Ávila,Maello,40.81118,-4.5088,1031.561,723,393,354,POINT (-4.5088 40.81118),ÁVILA,MAELLO,881.0,124.0,1005.0
Castilla León,Ávila,Malpartida de Corneja,40.52113,-5.351212,1023.512,140,72,76,POINT (-5.351212 40.52113),BARCO DE ÁVILA - PIEDRAHITA,MALPARTIDA DE CORNEJA,575.0,13.0,588.0
Castilla León,Ávila,Mamblas,41.01953,-5.011209,820.2225,232,122,108,POINT (-5.011209 41.01953),ARÉVALO-MADRIGAL,MAMBLAS,0.0,0.0,0.0
Castilla León,Ávila,Mancera de Arriba,40.79102,-5.147208,938.9207,97,52,49,POINT (-5.147208 40.79102),ÁVILA,MANCERA DE ARRIBA,328.0,28.0,356.0
Castilla León,Ávila,Manjabálago,40.6643,-5.076167,1289.862,40,26,18,POINT (-5.076167 40.6643),ÁVILA,MANJABALAGO,179.0,0.0,179.0
Castilla León,Ávila,Marlín,40.71137,-4.829782,1214.861,38,22,18,POINT (-4.829782 40.71137),ÁVILA,MARLIN,102.0,0.0,102.0
Castilla León,Ávila,Martiherrero,40.67412,-4.781778,1228.818,298,142,132,POINT (-4.781778 40.67412),ÁVILA,MARTIHERRERO,540.0,2163.0,2703.0
Castilla León,Ávila,Martínez,40.63086,-5.348361,1100.179,156,89,80,POINT (-5.348361 40.63086),ÁVILA,MARTINEZ,654.0,162.0,816.0
Castilla León,Ávila,Mediana de Voltoya,40.7007,-4.563919,1112.355,103,53,56,POINT (-4.563919 40.7007),ÁVILA,MEDIANA DE VOLTOYA,199.0,25.0,224.0
Castilla León,Ávila,Medinilla,40.43935,-5.617625,1066.206,135,66,74,POINT (-5.617625 40.43935),BARCO DE ÁVILA - PIEDRAHITA,MEDINILLA,392.0,1.0,393.0
Castilla León,Ávila,Mengamuñoz,40.50863,-5.005374,1348.081,70,32,35,POINT (-5.005374 40.50863),ÁVILA,MENGAMUNOZ,206.0,0.0,206.0
Castilla León,Ávila,Mesegar de Corneja,40.50275,-5.301532,1022.489,79,45,37,POINT (-5.301532 40.50275),BARCO DE ÁVILA - PIEDRAHITA,MESEGAR DE CORNEJA,381.0,0.0,381.0
Castilla León,Ávila,Mijares,40.29747,-4.836677,864.0565,831,440,394,POINT (-4.836677 40.29747),VALLE DEL TIÉTAR,MIJARES,822.0,63.0,885.0
Castilla León,Ávila,Mingorría,40.75072,-4.665422,1034.813,410,232,212,POINT (-4.665422 40.75072),ARÉVALO-MADRIGAL,MINGORRIA,88.0,59.0,147.0
Castilla León,Ávila,Mirón (El),40.53179,-5.4052050000000005,1261.807,153,101,71,POINT (-5.405205 40.53179),BARCO DE ÁVILA - PIEDRAHITA,MIRON (EL),568.0,0.0,568.0
Castilla León,Ávila,Mironcillo,40.55497,-4.825576,1119.956,105,65,54,POINT (-4.825576 40.55497),ÁVILA,MIRONCILLO,246.0,2.0,248.0
Castilla León,Ávila,Mirueña de los Infanzones,40.73749,-5.090713,1132.032,125,67,60,POINT (-5.090713 40.73749),ÁVILA,MIRUENA DE LOS INFANZONES,866.0,45.0,911.0
Castilla León,Ávila,Mombeltrán,40.25992,-5.01777,638.0334,1165,621,599,POINT (-5.01777 40.25992),VALLE DEL TIÉTAR,MOMBELTRAN,483.0,0.0,483.0
Castilla León,Ávila,Monsalupe,40.76863,-4.781026,1001.826,62,31,32,POINT (-4.781026 40.76863),ARÉVALO-MADRIGAL,MONSALUPE,0.0,0.0,0.0
Castilla León,Ávila,Moraleja de Matacabras,41.10721,-4.957326,784.5509,52,25,25,POINT (-4.957326 41.10720999999999),ARÉVALO-MADRIGAL,MORALEJA DE MATACABRAS,0.0,319.0,319.0
Castilla León,Ávila,Muñana,40.59051,-5.014978,1166.34,501,273,254,POINT (-5.014978 40.59050999999999),ÁVILA,MUNANA,366.0,594.0,960.0
Castilla León,Ávila,Muñico,40.70657,-5.026659,1088.3010000000004,119,65,62,POINT (-5.026659 40.70657),ÁVILA,MUNICO,453.0,31.0,484.0
Castilla León,Ávila,Muñogalindo,40.6028,-4.900547,1126.354,390,223,185,POINT (-4.900547 40.6028),ÁVILA,MUNOGALINDO,288.0,34.0,322.0
Castilla León,Ávila,Muñogrande,40.82127,-4.922052,945.0131,79,41,36,POINT (-4.922052 40.82127),ÁVILA,MUNOGRANDE,229.0,40.0,269.0
Castilla León,Ávila,Muñomer del Peco,40.85851,-4.880385,897.2045,140,80,71,POINT (-4.880385 40.85851),ARÉVALO-MADRIGAL,MUNOMER DEL PECO,688.0,0.0,688.0
Castilla León,Ávila,Muñopepe,40.63546,-4.818228,1136.208,105,61,43,POINT (-4.818228 40.63545999999999),ÁVILA,MUNOPEPE,356.0,0.0,356.0
Castilla León,Ávila,Muñosancho,40.92184,-5.035893,904.1495,122,56,58,POINT (-5.035893 40.92184),ARÉVALO-MADRIGAL,MUNOSANCHO,43.0,6.0,49.0
Castilla León,Ávila,Muñotello,40.54302,-5.0407769999999985,1153.327,76,49,43,POINT (-5.040776999999999 40.54302),ÁVILA,MUNOTELLO,610.0,125.0,735.0
Castilla León,Ávila,Narrillos del Álamo,40.56697,-5.466862,1119.065,94,50,51,POINT (-5.466862 40.56697),ÁVILA,NARRILLOS DEL ALAMO,724.0,0.0,724.0
Castilla León,Ávila,Narrillos del Rebollar,40.66433,-4.964759,1393.928,60,28,23,POINT (-4.964759 40.66433),ÁVILA,NARRILLOS DEL REBOLLAR,424.0,0.0,424.0
Castilla León,Ávila,Narros de Saldueña,40.87524000000001,-4.869534,899.7995,131,76,64,POINT (-4.869534 40.87524000000001),ARÉVALO-MADRIGAL,NARROS DE SALDUENA,165.0,73.0,238.0
Castilla León,Ávila,Narros del Castillo,40.85886,-5.059597,955.416,186,98,83,POINT (-5.059597 40.85886),ARÉVALO-MADRIGAL,NARROS DEL CASTILLO,627.0,245.0,872.0
Castilla León,Ávila,Narros del Puerto,40.54162,-4.991971,1150.127,36,22,19,POINT (-4.991970999999999 40.54162),ÁVILA,NARROS DEL PUERTO,319.0,0.0,319.0
Castilla León,Ávila,Nava de Arévalo,40.97843,-4.775988,867.2231,851,481,425,POINT (-4.775988 40.97843),ARÉVALO-MADRIGAL,NAVA DE AREVALO,301.0,428.0,729.0
Castilla León,Ávila,Nava del Barco,40.29252,-5.540213,1143.579,110,58,57,POINT (-5.540213 40.29252),BARCO DE ÁVILA - PIEDRAHITA,NAVA DEL BARCO,371.0,72.0,443.0
Castilla León,Ávila,Navacepedilla de Corneja,40.48594,-5.184513,1254.679,112,59,54,POINT (-5.184513 40.48594),BARCO DE ÁVILA - PIEDRAHITA,NAVACEPEDILLA DE CORNEJA,781.0,7.0,788.0
Castilla León,Ávila,Navadijos,40.42566,-5.0835599999999985,1522.013,46,35,25,POINT (-5.083559999999999 40.42566),GREDOS,NAVADIJOS,539.0,0.0,539.0
Castilla León,Ávila,Navaescurial,40.47199000000001,-5.277838,1204.329,58,35,23,POINT (-5.277838 40.47199000000001),BARCO DE ÁVILA - PIEDRAHITA,NAVAESCURIAL,182.0,0.0,182.0
Castilla León,Ávila,Navahondilla,40.32642,-4.495955,722.1689,327,192,143,POINT (-4.495955 40.32642),VALLE DEL TIÉTAR,NAVAHONDILLA,163.0,0.0,163.0
Castilla León,Ávila,Navalacruz,40.44016,-4.932515,1242.845,276,130,132,POINT (-4.932515 40.44016),GREDOS,NAVALACRUZ,555.0,2.0,557.0
Castilla León,Ávila,Navalmoral,40.45965,-4.7686,1059.723,423,240,224,POINT (-4.7686 40.45965),BAJO ALBERCHE,NAVALMORAL,717.0,397.0,1114.0
Castilla León,Ávila,Navalonguilla,40.27827,-5.501873000000002,1166.513,294,174,155,POINT (-5.501873000000001 40.27827),BARCO DE ÁVILA - PIEDRAHITA,NAVALONGUILLA,600.0,0.0,600.0
Castilla León,Ávila,Navalosa,40.40134000000001,-4.9314550000000015,1302.457,352,214,180,POINT (-4.931455000000001 40.40134),GREDOS,NAVALOSA,364.0,0.0,364.0
Castilla León,Ávila,Navalperal de Pinares,40.59454,-4.410842,1276.434,979,513,453,POINT (-4.410842 40.59454),BAJO ALBERCHE,NAVALPERAL DE PINARES,2126.0,272.0,2398.0
Castilla León,Ávila,Navalperal de Tormes,40.35288,-5.3005559999999985,1301.761,109,70,52,POINT (-5.300555999999999 40.35288),GREDOS,NAVALPERAL DE TORMES,241.0,0.0,241.0
Castilla León,Ávila,Navaluenga,40.41096,-4.707685,761.1091,2165,1130,1115,POINT (-4.707685 40.41096),BAJO ALBERCHE,NAVALUENGA,359.0,9.0,368.0
