Comunidad,Provincia,Población,Latitude,Longitude,Altitud,Habitantes,Hombres,Mujeres,geometry,Region,Town
Castilla León,Ávila,Pozanco,40.8014,-4.66711,909.6544,61,36,22,POINT (-4.66711 40.8014),ARÉVALO-MADRIGAL,Pozanco
Castilla León,Ávila,Pradosegar,40.55083,-5.071212999999999,1171.21,148,86,70,POINT (-5.071212999999999 40.55083),ÁVILA,Pradosegar
Castilla León,Ávila,Puerto Castilla,40.28954,-5.629994,1169.8319999999999,101,71,51,POINT (-5.629994 40.28954),BARCO DE ÁVILA - PIEDRAHITA,Puerto Castilla
Castilla León,Ávila,Rasueros,41.0232,-5.074331,831.9698,235,143,115,POINT (-5.074331 41.0232),ARÉVALO-MADRIGAL,Rasueros
Castilla León,Ávila,Riocabado,40.8301,-4.803108,909.7188,172,108,86,POINT (-4.803108 40.8301),ARÉVALO-MADRIGAL,Riocabado
Castilla León,Ávila,Riofrío,40.54721,-4.777152,1186.845,254,147,110,POINT (-4.777152 40.54721),ÁVILA,Riofrío
Castilla León,Ávila,Rivilla de Barajas,40.9013,-4.987929,899.2758,75,31,41,POINT (-4.987929 40.9013),ARÉVALO-MADRIGAL,Rivilla de Barajas
Castilla León,Ávila,Salobral,40.61165,-4.811044,1087.4089999999999,135,57,65,POINT (-4.811044 40.61165),ÁVILA,Salobral
Castilla León,Ávila,Salvadiós,40.876999999999995,-5.0963650000000005,951.5007,85,49,46,POINT (-5.096365 40.877),ARÉVALO-MADRIGAL,Salvadiós
Castilla León,Ávila,San Bartolomé de Béjar,40.40808,-5.662875,1120.649,47,23,23,POINT (-5.662875 40.40808),BARCO DE ÁVILA - PIEDRAHITA,San Bartolomé de Béjar
Castilla León,Ávila,San Bartolomé de Corneja,40.492940000000004,-5.385234,993.1846,66,32,34,POINT (-5.385234 40.49294),BARCO DE ÁVILA - PIEDRAHITA,San Bartolomé de Corneja
Castilla León,Ávila,San Bartolomé de Pinares,40.54251,-4.539612,1047.1960000000001,624,334,307,POINT (-4.539612 40.54251),BAJO ALBERCHE,San Bartolomé de Pinares
Castilla León,Ávila,San Esteban de los Patos,40.74583,-4.624889,1118.933,36,13,13,POINT (-4.624889 40.74583),ÁVILA,San Esteban de los Patos
Castilla León,Ávila,San Esteban de Zapardiel,41.093,-4.900951,780.4639,54,30,24,POINT (-4.900951 41.093),ARÉVALO-MADRIGAL,San Esteban de Zapardiel
Castilla León,Ávila,San Esteban del Valle,40.27536,-4.980085,795.9105,831,450,415,POINT (-4.980085 40.27536),VALLE DEL TIÉTAR,San Esteban del Valle
Castilla León,Ávila,San García de Ingelmos,40.76964,-5.116322,1067.0,102,68,50,POINT (-5.116322 40.76964),ÁVILA,San García de Ingelmos
Castilla León,Ávila,San Juan de Gredos,40.363859999999995,-5.237108999999999,1530.967,317,204,162,POINT (-5.237108999999999 40.36386),GREDOS,San Juan de Gredos
Castilla León,Ávila,San Juan de la Encinilla,40.82997,-4.838498,913.4266,104,53,50,POINT (-4.838498 40.82997),ARÉVALO-MADRIGAL,San Juan de la Encinilla
Castilla León,Ávila,San Juan de la Nava,40.47903,-4.6821410000000006,1126.167,527,277,261,POINT (-4.682141000000001 40.47903),BAJO ALBERCHE,San Juan de la Nava
Castilla León,Ávila,San Juan del Molinillo,40.459379999999996,-4.818235,1141.855,276,168,129,POINT (-4.818235 40.45938),GREDOS,San Juan del Molinillo
Castilla León,Ávila,San Juan del Olmo,40.6527,-5.049766,1287.153,114,73,50,POINT (-5.049766 40.6527),ÁVILA,San Juan del Olmo
Castilla León,Ávila,San Lorenzo de Tormes,40.37025,-5.48815,1028.796,56,30,26,POINT (-5.48815 40.37025),BARCO DE ÁVILA - PIEDRAHITA,San Lorenzo de Tormes
Castilla León,Ávila,San Martín de la Vega del Alberche,40.430620000000005,-5.156746,1510.816,200,130,87,POINT (-5.156746 40.43062),GREDOS,San Martín de la Vega del Alberche
Castilla León,Ávila,San Martín del Pimpollar,40.36848,-5.055604,1336.265,229,136,104,POINT (-5.055604 40.36848),GREDOS,San Martín del Pimpollar
Castilla León,Ávila,San Miguel de Corneja,40.4868,-5.287448,1063.4160000000002,77,41,41,POINT (-5.287448 40.4868),BARCO DE ÁVILA - PIEDRAHITA,San Miguel de Corneja
Castilla León,Ávila,San Miguel de Serrezuela,40.67038,-5.287457,1094.3980000000001,170,91,70,POINT (-5.287457 40.67038),ÁVILA,San Miguel de Serrezuela
Castilla León,Ávila,San Pascual,40.88227,-4.756086,883.3102,53,35,17,POINT (-4.756086 40.88227),ARÉVALO-MADRIGAL,San Pascual
Castilla León,Ávila,San Pedro del Arroyo,40.80069,-4.870896,938.8323,473,279,242,POINT (-4.870896 40.80069),ARÉVALO-MADRIGAL,San Pedro del Arroyo
Castilla León,Ávila,San Vicente de Arévalo,40.9677,-4.799979,877.5375,203,110,97,POINT (-4.799979 40.9677),ARÉVALO-MADRIGAL,San Vicente de Arévalo
Castilla León,Ávila,Sanchidrián,40.89338,-4.581257,924.6989,817,432,424,POINT (-4.581257 40.89338),ARÉVALO-MADRIGAL,Sanchidrián
Castilla León,Ávila,Sanchorreja,40.66479,-4.9153720000000005,1312.1529999999998,93,45,61,POINT (-4.915372000000001 40.66479),ÁVILA,Sanchorreja
Castilla León,Ávila,Santa Cruz de Pinares,40.54183,-4.57963,1004.6469999999999,164,104,87,POINT (-4.57963 40.54183),BAJO ALBERCHE,Santa Cruz de Pinares
Castilla León,Ávila,Santa Cruz del Valle,40.25078,-5.003672,733.2361,431,243,237,POINT (-5.003672 40.25078),VALLE DEL TIÉTAR,Santa Cruz del Valle
Castilla León,Ávila,Santa María de los Caballeros,40.38877,-5.451696,1041.178,94,55,45,POINT (-5.451696 40.38877),BARCO DE ÁVILA - PIEDRAHITA,Santa María de los Caballeros
Castilla León,Ávila,Santa María del Arroyo,40.59944,-4.922258,1130.864,98,59,48,POINT (-4.922258 40.59944),ÁVILA,Santa María del Arroyo
Castilla León,Ávila,Santa María del Berrocal,40.50954,-5.4062220000000005,1051.094,450,242,251,POINT (-5.406222000000001 40.50954),BARCO DE ÁVILA - PIEDRAHITA,Santa María del Berrocal
Castilla León,Ávila,Santa María del Cubillo,40.7425,-4.472222,1212.193,345,204,145,POINT (-4.472222 40.7425),ÁVILA,Santa María del Cubillo
Castilla León,Ávila,Santa María del Tiétar,40.30389,-4.555526,695.9569,576,343,297,POINT (-4.555526 40.30389),VALLE DEL TIÉTAR,Santa María del Tiétar
Castilla León,Ávila,Santiago del Collado,40.43356,-5.356558000000001,1221.392,203,137,81,POINT (-5.356558000000001 40.43356),BARCO DE ÁVILA - PIEDRAHITA,Santiago del Collado
Castilla León,Ávila,Santiago del Tormes,40.366659999999996,-5.366667,1539.3570000000002,156,81,72,POINT (-5.366667 40.36666),BARCO DE ÁVILA - PIEDRAHITA,Santiago del Tormes
Castilla León,Ávila,Santo Domingo de las Posadas,40.81218,-4.633421,928.1381,92,39,39,POINT (-4.633421 40.81218),ARÉVALO-MADRIGAL,Santo Domingo de las Posadas
Castilla León,Ávila,Santo Tomé de Zabarcos,40.786640000000006,-4.910215,958.0378,111,47,39,POINT (-4.910215 40.78664000000001),ARÉVALO-MADRIGAL,Santo Tomé de Zabarcos
Castilla León,Ávila,Serrada (La),40.63132,-4.7922970000000005,1108.781,114,69,59,POINT (-4.792297 40.63132),ÁVILA,Serrada (La)
Castilla León,Ávila,Serranillos,40.33594,-4.911497,1222.104,276,161,136,POINT (-4.911497 40.33594),GREDOS,Serranillos
Castilla León,Ávila,Sigeres,40.79939,-4.932576,962.441,59,31,32,POINT (-4.932576 40.79939),ÁVILA,Sigeres
Castilla León,Ávila,Sinlabajos,41.07727,-4.831933,826.5585,147,80,71,POINT (-4.831933 41.07727),ARÉVALO-MADRIGAL,Sinlabajos
Castilla León,Ávila,Solana de Ávila,40.31465,-5.6157010000000005,1148.975,141,85,71,POINT (-5.615701 40.31465),BARCO DE ÁVILA - PIEDRAHITA,Solana de Ávila
Castilla León,Ávila,Solana de Rioalmar,40.73724,-5.0106779999999995,1122.234,213,125,119,POINT (-5.010678 40.73724),ÁVILA,Solana de Rioalmar
Castilla León,Ávila,Solosancho,40.55363,-4.906135,1120.799,956,508,466,POINT (-4.906135 40.55363),ÁVILA,Solosancho
Castilla León,Ávila,Sotalbo,40.541509999999995,-4.849229,1159.905,249,143,125,POINT (-4.849229 40.54151),ÁVILA,Sotalbo
Castilla León,Ávila,Sotillo de la Adrada,40.29404,-4.585647,643.7815,4803,2409,2360,POINT (-4.585647 40.29404),VALLE DEL TIÉTAR,Sotillo de la Adrada
Castilla León,Ávila,Tiemblo (El),40.41628,-4.503831,699.9511,4412,2229,2108,POINT (-4.503831 40.41628),BAJO ALBERCHE,Tiemblo (El)
Castilla León,Ávila,Tiñosillos,40.93408,-4.72748,872.8295,812,424,419,POINT (-4.72748 40.93408),ARÉVALO-MADRIGAL,Tiñosillos
Castilla León,Ávila,Tolbaños,40.75098,-4.581373999999999,1112.758,107,55,53,POINT (-4.581373999999999 40.75098),ÁVILA,Tolbaños
Castilla León,Ávila,Tormellas,40.304320000000004,-5.511548,1063.1589999999999,65,38,35,POINT (-5.511548 40.30432),BARCO DE ÁVILA - PIEDRAHITA,Tormellas
Castilla León,Ávila,Tornadizos de Ávila,40.62614,-4.615232,1197.256,414,205,221,POINT (-4.615232 40.62614),ÁVILA,Tornadizos de Ávila
Castilla León,Ávila,Torre (La),40.589259999999996,-4.965192,1131.327,276,159,128,POINT (-4.965192 40.58926),ÁVILA,Torre (La)
Castilla León,Ávila,Tórtoles,40.5609,-5.261655,1242.698,73,45,42,POINT (-5.261655 40.5609),ÁVILA,Tórtoles
Castilla León,Ávila,Umbrías,40.312979999999996,-5.578032,1102.692,115,73,66,POINT (-5.578032 40.31298),BARCO DE ÁVILA - PIEDRAHITA,Umbrías
Castilla León,Ávila,Vadillo de la Sierra,40.605059999999995,-5.122006,1347.3210000000001,78,50,43,POINT (-5.122006 40.60505999999999),ÁVILA,Vadillo de la Sierra
Castilla León,Ávila,Valdecasa,40.65955,-5.012668,1367.4229999999998,70,41,33,POINT (-5.012668 40.65955),ÁVILA,Valdecasa
Castilla León,Ávila,Vega de Santa María,40.83594,-4.641830000000001,946.2527,91,54,49,POINT (-4.641830000000001 40.83594),ARÉVALO-MADRIGAL,Vega de Santa María
Castilla León,Ávila,Velayos,40.84094,-4.622241000000001,937.4861,266,120,125,POINT (-4.622241000000001 40.84094),ARÉVALO-MADRIGAL,Velayos
Castilla León,Ávila,Villaflor,40.7584,-4.874116000000001,981.3378,133,72,67,POINT (-4.874116000000001 40.7584),ÁVILA,Villaflor
Castilla León,Ávila,Villafranca de la Sierra,40.49773,-5.230729,1105.417,153,84,71,POINT (-5.230729 40.49773),BARCO DE ÁVILA - PIEDRAHITA,Villafranca de la Sierra
Castilla León,Ávila,Villanueva de Ávila,40.37959,-4.821985,1060.641,259,122,137,POINT (-4.821985 40.37959),GREDOS,Villanueva de Ávila
Castilla León,Ávila,Villanueva de Gómez,40.883790000000005,-4.715201,888.3561,145,78,73,POINT (-4.715201 40.88379),ARÉVALO-MADRIGAL,Villanueva de Gómez
Castilla León,Ávila,Villanueva del Aceral,41.04132,-4.852352,846.7498,155,75,84,POINT (-4.852352 41.04132),ARÉVALO-MADRIGAL,Villanueva del Aceral
Castilla León,Ávila,Villanueva del Campillo,40.57825,-5.179864,1446.368,113,67,55,POINT (-5.179864 40.57825),ÁVILA,Villanueva del Campillo
Castilla León,Ávila,Villar de Corneja,40.474779999999996,-5.43251,998.0105,48,26,25,POINT (-5.43251 40.47478),BARCO DE ÁVILA - PIEDRAHITA,Villar de Corneja
Castilla León,Ávila,Villarejo del Valle,40.285940000000004,-4.9976650000000005,830.5555,422,227,224,POINT (-4.997665 40.28594),VALLE DEL TIÉTAR,Villarejo del Valle
Castilla León,Ávila,Villatoro,40.55616,-5.111281,1195.601,190,113,87,POINT (-5.111281 40.55616),ÁVILA,Villatoro
Castilla León,Ávila,Viñegra de Moraña,40.849309999999996,-4.922153,907.2875,57,34,30,POINT (-4.922153 40.84931),ARÉVALO-MADRIGAL,Viñegra de Moraña
Castilla León,Ávila,Vita,40.81179,-5.005141,991.2439,93,62,37,POINT (-5.005141 40.81179),ÁVILA,Vita
Castilla León,Ávila,Zapardiel de la Cañada,40.60593,-5.340081,1143.392,118,59,67,POINT (-5.340081 40.60593),ÁVILA,Zapardiel de la Cañada
Castilla León,Ávila,Zapardiel de la Ribera,40.35575,-5.328641999999999,1356.2060000000001,121,66,65,POINT (-5.328641999999999 40.35575),GREDOS,Zapardiel de la Ribera
Castilla León,Burgos,Abajas,42.623470000000005,-3.580227,837.949,29,16,10,POINT (-3.580227 42.62347),LA BUREBA-EBRO,Abajas
Castilla León,Burgos,Adrada de Haza,41.59426,-3.821794,824.687,238,140,112,POINT (-3.821794 41.59426),LA RIBERA,Adrada de Haza
Castilla León,Burgos,Aguas Cándidas,42.71609,-3.5018160000000003,712.041,63,39,22,POINT (-3.501816 42.71609),LA BUREBA-EBRO,Aguas Cándidas
Castilla León,Burgos,Aguilar de Bureba,42.590140000000005,-3.3287379999999995,689.2260000000001,62,43,27,POINT (-3.328738 42.59014000000001),LA BUREBA-EBRO,Aguilar de Bureba
Castilla León,Burgos,Albillos,42.27642,-3.790607,832.9681,215,111,101,POINT (-3.790607 42.27642),ARLANZÓN,Albillos
Castilla León,Burgos,Alcocero de Mola,42.47314,-3.357422,799.6028,32,26,15,POINT (-3.357422 42.47314),LA BUREBA-EBRO,Alcocero de Mola
Castilla León,Burgos,Alfoz de Bricia,42.89667,-3.879167,847.3563,86,51,46,POINT (-3.879167 42.89667),MERINDADES,Alfoz de Bricia
Castilla León,Burgos,Alfoz de Quintanadueñas,42.38503,-3.7349419999999998,847.4794,1962,967,820,POINT (-3.734942 42.38503),ARLANZÓN,Alfoz de Quintanadueñas
Castilla León,Burgos,Alfoz de Santa Gadea,42.95555,-3.9505559999999997,882.3184,114,67,48,POINT (-3.950556 42.95555),MERINDADES,Alfoz de Santa Gadea
Castilla León,Burgos,Altable,42.60335,-3.077159,711.29,54,32,22,POINT (-3.077159 42.60335),LA BUREBA-EBRO,Altable
Castilla León,Burgos,Altos (Los),42.808609999999994,-3.6316669999999998,1026.667,194,117,88,POINT (-3.631667 42.80860999999999),PÁRAMOS,Altos (Los)
Castilla León,Burgos,Ameyugo,42.65606,-3.061546,553.5253,101,54,43,POINT (-3.061546 42.65606),LA BUREBA-EBRO,Ameyugo
Castilla León,Burgos,Anguix,41.75338,-3.9319550000000003,814.4943,135,91,66,POINT (-3.931955 41.75338),LA RIBERA,Anguix
Castilla León,Burgos,Aranda de Duero,41.67171,-3.6865690000000004,805.1658,33239,16444,16484,POINT (-3.686569 41.67171),LA RIBERA,Aranda de Duero
Castilla León,Burgos,Arandilla,41.737759999999994,-3.428753,885.0873,176,112,70,POINT (-3.428753 41.73775999999999),LA RIBERA,Arandilla
Castilla León,Burgos,Arauzo de Miel,41.86012,-3.3877900000000003,1003.22,367,186,152,POINT (-3.38779 41.86012),LA DEMANDA,Arauzo de Miel
Castilla León,Burgos,Arauzo de Salce,41.81974,-3.412258,944.5539,73,39,30,POINT (-3.412258 41.81974),LA DEMANDA,Arauzo de Salce
Castilla León,Burgos,Arauzo de Torre,41.79853,-3.4227230000000004,922.9069999999999,91,53,43,POINT (-3.422723 41.79853),LA DEMANDA,Arauzo de Torre
Castilla León,Burgos,Arcos,42.26453,-3.755465,851.1382,1384,587,484,POINT (-3.755465 42.26453),ARLANZÓN,Arcos
Castilla León,Burgos,Arenillas de Riopisuerga,42.35673,-4.233235,788.459,189,107,79,POINT (-4.233235 42.35673),PISUERGA,Arenillas de Riopisuerga
Castilla León,Burgos,Arija,42.994240000000005,-3.944695,844.3306,162,96,89,POINT (-3.944695 42.99424),MERINDADES,Arija
Castilla León,Burgos,Arlanzón,42.3228,-3.458243,995.9109,430,245,193,POINT (-3.458243 42.3228),ARLANZÓN,Arlanzón
Castilla León,Burgos,Arraya de Oca,42.41536,-3.3978410000000006,926.2366,54,26,22,POINT (-3.397841000000001 42.41536),LA BUREBA-EBRO,Arraya de Oca
Castilla León,Burgos,Atapuerca,42.37701,-3.507772,953.9974,209,119,89,POINT (-3.507772 42.37701),ARLANZÓN,Atapuerca
Castilla León,Burgos,Ausines (Los),42.22558,-3.5976019999999997,914.6774,154,81,62,POINT (-3.597602 42.22558),ARLANZÓN,Ausines (Los)
Castilla León,Burgos,Avellanosa de Muñó,41.98373,-3.824701,870.7616,121,70,66,POINT (-3.824701 41.98373),ARLANZA,Avellanosa de Muñó
Castilla León,Burgos,Bahabón de Esgueva,41.861990000000006,-3.7292339999999995,916.0064,114,69,49,POINT (-3.729233999999999 41.86199000000001),ARLANZA,Bahabón de Esgueva
Castilla León,Burgos,Balbases (Los),42.215,-4.062593,811.7905,340,207,166,POINT (-4.062593 42.215),PISUERGA,Balbases (Los)
Castilla León,Burgos,Baños de Valdearados,41.769870000000004,-3.556313,870.1116,377,235,165,POINT (-3.556313 41.76987),LA RIBERA,Baños de Valdearados
Castilla León,Burgos,Bañuelos de Bureba,42.50111,-3.280796,784.2388,33,21,11,POINT (-3.280796 42.50111),LA BUREBA-EBRO,Bañuelos de Bureba
Castilla León,Burgos,Barbadillo de Herreros,42.214890000000004,-3.150055,1408.983,122,70,47,POINT (-3.150055 42.21489),LA DEMANDA,Barbadillo de Herreros
Castilla León,Burgos,Barbadillo del Mercado,42.03931,-3.358344,955.1722,151,86,68,POINT (-3.358344 42.03931),LA DEMANDA,Barbadillo del Mercado
Castilla León,Burgos,Barbadillo del Pez,42.119640000000004,-3.2285369999999998,1053.858,76,58,29,POINT (-3.228537 42.11964),LA DEMANDA,Barbadillo del Pez
Castilla León,Burgos,Barrio de Muñó,42.17502,-4.007208,782.927,34,18,12,POINT (-4.007208 42.17502),PISUERGA,Barrio de Muñó
Castilla León,Burgos,Barrios de Bureba (Los),42.64565,-3.3915589999999995,631.6701,217,134,90,POINT (-3.391559 42.64565),LA BUREBA-EBRO,Barrios de Bureba (Los)
Castilla León,Burgos,Barrios de Colina,42.39611,-3.4597879999999996,964.8784,57,30,35,POINT (-3.459788 42.39611),ARLANZÓN,Barrios de Colina
Castilla León,Burgos,Basconcillos del Tozo,42.70267,-3.9895519999999998,910.5488,315,186,150,POINT (-3.989552 42.70267),PÁRAMOS,Basconcillos del Tozo
Castilla León,Burgos,Bascuñana,42.42544,-3.082017,800.0485,46,31,16,POINT (-3.082017 42.42544),LA BUREBA-EBRO,Bascuñana
Castilla León,Burgos,Belbimbre,42.16871,-4.0123690000000005,793.7833,75,41,36,POINT (-4.012369000000001 42.16871),PISUERGA,Belbimbre
Castilla León,Burgos,Belorado,42.42041,-3.189796,773.8459,2068,1133,1039,POINT (-3.189796 42.42041),LA DEMANDA,Belorado
Castilla León,Burgos,Berberana,42.91988,-3.060073,620.4984,72,41,35,POINT (-3.060073 42.91988),MERINDADES,Berberana
Castilla León,Burgos,Berlangas de Roa,41.6894,-3.87417,781.4107,192,107,95,POINT (-3.87417 41.6894),LA RIBERA,Berlangas de Roa
Castilla León,Burgos,Berzosa de Bureba,42.62693,-3.2661279999999997,679.3917,38,26,15,POINT (-3.266128 42.62693),LA BUREBA-EBRO,Berzosa de Bureba
Castilla León,Burgos,Bozoó,42.72657,-3.08537,572.3182,108,57,51,POINT (-3.08537 42.72657),LA BUREBA-EBRO,Bozoó
Castilla León,Burgos,Brazacorta,41.71716,-3.367153,909.0886,64,36,37,POINT (-3.367153 41.71716),LA RIBERA,Brazacorta
Castilla León,Burgos,Briviesca,42.550290000000004,-3.323369,725.0,7585,4094,3843,POINT (-3.323369 42.55029),LA BUREBA-EBRO,Briviesca
Castilla León,Burgos,Bugedo,42.64932,-3.017947,533.7709,188,114,63,POINT (-3.017947 42.64932),LA BUREBA-EBRO,Bugedo
Castilla León,Burgos,Buniel,42.309709999999995,-3.8237379999999996,819.815,496,233,194,POINT (-3.823738 42.30971),ARLANZÓN,Buniel
Castilla León,Burgos,Burgos,42.34087,-3.699731,865.8016,178864,86417,92549,POINT (-3.699731 42.34087),ARLANZÓN,Burgos
Castilla León,Burgos,Busto de Bureba,42.65941,-3.2647150000000003,708.1784,188,113,86,POINT (-3.264715 42.65941),LA BUREBA-EBRO,Busto de Bureba
Castilla León,Burgos,Cabañes de Esgueva,41.8313,-3.785393,885.2454,202,119,104,POINT (-3.785393 41.8313),ARLANZA,Cabañes de Esgueva
Castilla León,Burgos,Cabezón de la Sierra,41.93455,-3.242159,1016.805,54,26,33,POINT (-3.242159 41.93455),LA DEMANDA,Cabezón de la Sierra
Castilla León,Burgos,Caleruega,41.82503,-3.486718,955.7069,499,241,250,POINT (-3.486718 41.82503),LA RIBERA,Caleruega
Castilla León,Burgos,Campillo de Aranda,41.61026,-3.730296,912.9706,178,119,84,POINT (-3.730296 41.61026),LA RIBERA,Campillo de Aranda
Castilla León,Burgos,Campolara,42.11951,-3.427225,971.9648,59,42,25,POINT (-3.427225 42.11951),LA DEMANDA,Campolara
Castilla León,Burgos,Canicosa de la Sierra,41.93606,-3.042048,1130.863,549,323,278,POINT (-3.042048 41.93606),LA DEMANDA,Canicosa de la Sierra
Castilla León,Burgos,Cantabrana,42.73465,-3.4672,636.0662,31,19,12,POINT (-3.4672 42.73465),LA BUREBA-EBRO,Cantabrana
Castilla León,Burgos,Carazo,41.96952,-3.353925,1127.545,41,30,17,POINT (-3.353925 41.96952),LA DEMANDA,Carazo
Castilla León,Burgos,Carcedo de Bureba,42.5783,-3.4983989999999996,751.9003,45,21,22,POINT (-3.498399 42.5783),LA BUREBA-EBRO,Carcedo de Bureba
Castilla León,Burgos,Carcedo de Burgos,42.2861,-3.6230260000000003,989.6016,362,186,143,POINT (-3.623026 42.2861),ARLANZÓN,Carcedo de Burgos
Castilla León,Burgos,Cardeñadijo,42.2997,-3.6652620000000002,899.7189999999999,1186,596,485,POINT (-3.665262 42.2997),ARLANZÓN,Cardeñadijo
Castilla León,Burgos,Cardeñajimeno,42.33102,-3.621846,924.9677,976,493,398,POINT (-3.621846 42.33102),ARLANZÓN,Cardeñajimeno
Castilla León,Burgos,Cardeñuela Riopico,42.359970000000004,-3.55778,926.5973,147,81,47,POINT (-3.55778 42.35997),ARLANZÓN,Cardeñuela Riopico
Castilla León,Burgos,Carrias,42.4817,-3.283208,821.5297,26,23,7,POINT (-3.283208 42.4817),LA BUREBA-EBRO,Carrias
Castilla León,Burgos,Cascajares de Bureba,42.67904,-3.2373950000000002,802.5067,36,25,19,POINT (-3.237395 42.67904),LA BUREBA-EBRO,Cascajares de Bureba
Castilla León,Burgos,Cascajares de la Sierra,42.06187,-3.3995699999999998,927.9459,40,15,19,POINT (-3.39957 42.06187),LA DEMANDA,Cascajares de la Sierra
Castilla León,Burgos,Castellanos de Castro,42.32857,-4.03372,873.9877,52,33,21,POINT (-4.03372 42.32857),PISUERGA,Castellanos de Castro
Castilla León,Burgos,Castil de Peones,42.48307,-3.38459,790.1807,32,15,12,POINT (-3.38459 42.48307),LA BUREBA-EBRO,Castil de Peones
Castilla León,Burgos,Castildelgado,42.43724,-3.084511,768.4348,50,30,29,POINT (-3.084511 42.43724),LA BUREBA-EBRO,Castildelgado
Castilla León,Burgos,Castrillo de la Reina,41.98731,-3.237118,978.0269999999999,215,150,84,POINT (-3.237118 41.98731),LA DEMANDA,Castrillo de la Reina
Castilla León,Burgos,Castrillo de la Vega,41.650729999999996,-3.781646,808.438,644,360,317,POINT (-3.781646 41.65073),LA RIBERA,Castrillo de la Vega
Castilla León,Burgos,Castrillo de Riopisuerga,42.51493,-4.252292,816.8545,70,41,25,POINT (-4.252292 42.51493),PISUERGA,Castrillo de Riopisuerga
Castilla León,Burgos,Castrillo del Val,42.314209999999996,-3.5848720000000003,942.9785,790,411,310,POINT (-3.584872 42.31421),ARLANZÓN,Castrillo del Val
Castilla León,Burgos,Castrillo Matajudíos,42.31054,-4.173882,784.5024,65,32,31,POINT (-4.173882 42.31054),PISUERGA,Castrillo Matajudíos
